Date,SM,Start Depth,End Depth,Site_ID,Sensor
2002/6/2,23.51833333,30,60,1,2
2002/6/2,24.08458333,60,100,1,3
2002/6/3,24.40958333,15,30,1,1
2002/6/3,24.681875,30,60,1,2
2002/6/3,24.70895833,60,100,1,3
2002/6/4,24.96541667,15,30,1,1
2002/6/4,24.89770833,30,60,1,2
2002/6/4,24.895,60,100,1,3
2002/6/5,24.98895833,15,30,1,1
2002/6/5,26.18916667,30,60,1,2
2002/6/5,27.229375,60,100,1,3
2002/6/6,27.775625,15,30,1,1
2002/6/6,27.963125,30,60,1,2
2002/6/6,27.91125,60,100,1,3
2002/6/7,27.85791667,15,30,1,1
2002/6/7,27.935625,30,60,1,2
2002/6/7,28.176875,60,100,1,3
2002/6/8,28.71979167,15,30,1,1
2002/6/8,29.871875,30,60,1,2
2002/6/8,31.58291667,60,100,1,3
2002/6/9,31.38041667,15,30,1,1
2002/6/9,31.43416667,30,60,1,2
2002/6/9,31.11458333,60,100,1,3
2002/6/10,31.33375,15,30,1,1
2002/6/10,32.16479167,30,60,1,2
2002/6/10,33.43979167,60,100,1,3
2002/6/11,33.999375,15,30,1,1
2002/6/11,33.59520833,30,60,1,2
2002/6/11,33.65333333,60,100,1,3
2002/6/12,33.97916667,15,30,1,1
2002/6/12,34.10645833,30,60,1,2
2002/6/12,34.14208333,60,100,1,3
2002/6/13,33.87895833,15,30,1,1
2002/6/13,33.79458333,30,60,1,2
2002/6/13,33.64,60,100,1,3
2002/6/14,33.428125,15,30,1,1
2002/6/14,33.49270833,30,60,1,2
2002/6/14,33.17145833,60,100,1,3
2002/6/15,33.92125,15,30,1,1
2002/6/15,34.41875,30,60,1,2
2002/6/15,34.65479167,60,100,1,3
2002/6/16,34.5925,15,30,1,1
2002/6/16,34.476875,30,60,1,2
2002/6/16,34.21166667,60,100,1,3
2002/6/17,34.13104167,15,30,1,1
2002/6/17,34.10520833,30,60,1,2
2002/6/17,34.015625,60,100,1,3
2002/6/18,33.41729167,15,30,1,1
2002/6/18,33.06416667,30,60,1,2
2002/6/18,33.16375,60,100,1,3
2002/6/19,36.11979167,15,30,1,1
2002/6/19,36.75875,30,60,1,2
2002/6/19,36.58770833,60,100,1,3
2002/6/20,36.29395833,15,30,1,1
2002/6/20,35.95395833,30,60,1,2
2002/6/20,36.64583333,60,100,1,3
2002/6/21,36.40729167,15,30,1,1
2002/6/21,36.174375,30,60,1,2
2002/6/21,35.821875,60,100,1,3
2002/6/22,35.5125,15,30,1,1
2002/6/22,34.99270833,30,60,1,2
2002/6/22,34.46208333,60,100,1,3
2002/6/23,34.24729167,15,30,1,1
2002/6/23,34.49125,30,60,1,2
2002/6/23,34.40208333,60,100,1,3
2002/6/24,34.389375,15,30,1,1
2002/6/24,34.59833333,30,60,1,2
2002/6/24,35.00875,60,100,1,3
2002/6/25,35.48458333,15,30,1,1
2002/6/25,35.30625,30,60,1,2
2002/6/25,35.528125,60,100,1,3
2002/6/26,36.56958333,15,30,1,1
2002/6/26,35.79625,30,60,1,2
2002/6/26,35.47458333,60,100,1,3
2002/6/27,34.99854167,15,30,1,1
2002/6/27,34.91354167,30,60,1,2
2002/6/27,35.21,60,100,1,3
2002/6/28,34.96604167,15,30,1,1
2002/6/28,34.7425,30,60,1,2
2002/6/28,34.300625,60,100,1,3
2002/6/29,34.53208333,15,30,1,1
2002/6/29,38.524375,30,60,1,2
2002/6/29,37.484375,60,100,1,3
2002/6/30,36.50270833,15,30,1,1
2002/6/30,36.01270833,30,60,1,2
2002/6/30,35.64604167,60,100,1,3
2002/7/1,34.96270833,15,30,1,1
2002/7/1,34.9375,30,60,1,2
2002/7/1,35.05958333,60,100,1,3
2002/7/2,35.465625,15,30,1,1
2002/7/2,35.33375,30,60,1,2
2002/7/2,34.87229167,60,100,1,3
2002/7/3,34.404375,15,30,1,1
2002/7/3,33.85979167,30,60,1,2
2002/7/3,33.64791667,60,100,1,3
2002/7/4,33.49604167,15,30,1,1
2002/7/4,33.14916667,30,60,1,2
2002/7/4,32.72229167,60,100,1,3
2002/7/5,32.05541667,15,30,1,1
2002/7/5,31.63416667,30,60,1,2
2002/7/5,32.38229167,60,100,1,3
2002/7/6,33.1675,15,30,1,1
2002/7/6,35.04291667,30,60,1,2
2002/7/6,36.95645833,60,100,1,3
2002/7/7,37.03625,15,30,1,1
2002/7/7,36.33416667,30,60,1,2
2002/7/7,35.699375,60,100,1,3
2002/7/8,35.524375,15,30,1,1
2002/7/8,35.094375,30,60,1,2
2002/7/8,34.46875,60,100,1,3
2002/7/9,33.41625,15,30,1,1
2002/7/9,32.83875,30,60,1,2
2002/7/9,34.67916667,60,100,1,3
2002/7/10,34.084375,15,30,1,1
2002/7/10,33.13854167,30,60,1,2
2002/7/10,34.01416667,60,100,1,3
2002/7/11,34.66020833,15,30,1,1
2002/7/11,34.24333333,30,60,1,2
2002/7/11,33.87125,60,100,1,3
2002/7/12,34.58625,15,30,1,1
2002/7/12,36.89291667,30,60,1,2
2002/7/12,35.27354167,60,100,1,3
2002/7/13,34.313125,15,30,1,1
2002/7/13,34.004375,30,60,1,2
2002/7/13,33.51645833,60,100,1,3
2002/7/14,33.004375,15,30,1,1
2002/7/14,32.705,30,60,1,2
2002/7/14,32.6475,60,100,1,3
2002/7/15,32.66583333,15,30,1,1
2002/7/15,32.535,30,60,1,2
